predict_date,class_id,predict_quantity
201711.0,103507.0,490.0
201711.0,124140.0,318.0
201711.0,125403.0,242.0
201711.0,136916.0,161.0
201711.0,169673.0,216.0
201711.0,175962.0,291.0
201711.0,178529.0,81.0
201711.0,186250.0,147.0
201711.0,194201.0,517.0
201711.0,194450.0,242.0
201711.0,198427.0,152.0
201711.0,206765.0,2410.0
201711.0,209945.0,402.0
201711.0,219195.0,293.0
201711.0,221795.0,372.0
201711.0,245609.0,122.0
201711.0,248352.0,558.0
201711.0,249875.0,168.0
201711.0,250658.0,218.0
201711.0,265980.0,301.0
201711.0,270690.0,925.0
201711.0,281301.0,563.0
201711.0,281792.0,449.0
201711.0,289386.0,432.0
201711.0,289403.0,355.0
201711.0,290854.0,198.0
201711.0,291086.0,860.0
201711.0,291514.0,121.0
201711.0,302513.0,142.0
201711.0,304458.0,610.0
201711.0,308913.0,107.0
201711.0,321683.0,1974.0
201711.0,340175.0,231.0
201711.0,347384.0,3407.0
201711.0,348641.0,523.0
201711.0,349023.0,939.0
201711.0,350259.0,535.0
201711.0,354068.0,709.0
201711.0,356986.0,434.0
201711.0,359378.0,112.0
201711.0,360648.0,132.0
201711.0,376193.0,47.0
201711.0,378356.0,476.0
201711.0,378536.0,111.0
201711.0,379265.0,195.0
201711.0,379876.0,166.0
201711.0,384924.0,531.0
201711.0,392593.0,240.0
201711.0,395234.0,28.0
201711.0,401052.0,177.0
201711.0,409854.0,1890.0
201711.0,412240.0,131.0
201711.0,416749.0,328.0
201711.0,417803.0,137.0
201711.0,425432.0,2029.0
201711.0,436105.0,439.0
201711.0,437063.0,200.0
201711.0,437598.0,329.0
201711.0,453752.0,448.0
201711.0,468392.0,194.0
201711.0,472603.0,203.0
201711.0,475895.0,89.0
201711.0,481950.0,144.0
201711.0,482497.0,234.0
201711.0,492952.0,237.0
201711.0,496459.0,495.0
201711.0,501564.0,180.0
201711.0,510309.0,172.0
201711.0,516750.0,40.0
201711.0,526401.0,295.0
201711.0,527765.0,33.0
201711.0,527809.0,177.0
201711.0,540712.0,427.0
201711.0,559132.0,129.0
201711.0,560265.0,261.0
201711.0,569154.0,405.0
201711.0,576298.0,381.0
201711.0,580470.0,475.0
201711.0,580634.0,142.0
201711.0,587678.0,383.0
201711.0,591790.0,265.0
201711.0,597927.0,476.0
201711.0,603972.0,501.0
201711.0,612523.0,203.0
201711.0,614059.0,439.0
201711.0,619401.0,340.0
201711.0,621073.0,1664.0
201711.0,628041.0,785.0
201711.0,649213.0,135.0
201711.0,651347.0,255.0
201711.0,651782.0,132.0
201711.0,653436.0,220.0
201711.0,654134.0,852.0
201711.0,671482.0,102.0
201711.0,682651.0,302.0
201711.0,683364.0,67.0
201711.0,687270.0,569.0
201711.0,692703.0,638.0
201711.0,693436.0,193.0
201711.0,713651.0,154.0
201711.0,714150.0,250.0
201711.0,714152.0,606.0
201711.0,714860.0,167.0
201711.0,725137.0,157.0
201711.0,732758.0,205.0
201711.0,735971.0,3404.0
201711.0,736094.0,328.0
201711.0,739296.0,1069.0
201711.0,741152.0,757.0
201711.0,743957.0,661.0
201711.0,745137.0,1026.0
201711.0,750340.0,135.0
201711.0,760412.0,69.0
201711.0,786351.0,452.0
201711.0,789290.0,75.0
201711.0,810398.0,57.0
201711.0,815230.0,221.0
201711.0,819061.0,726.0
201711.0,842246.0,199.0
201711.0,851857.0,226.0
201711.0,854079.0,148.0
201711.0,854548.0,139.0
201711.0,861459.0,250.0
201711.0,871642.0,190.0
201711.0,872180.0,174.0
201711.0,883691.0,361.0
201711.0,890189.0,1401.0
201711.0,905061.0,422.0
201711.0,905745.0,226.0
201711.0,914348.0,691.0
201711.0,923841.0,562.0
201711.0,924154.0,1158.0
201711.0,948936.0,50.0
201711.0,950264.0,1156.0
201711.0,953842.0,1090.0
201711.0,961362.0,66.0
201711.0,961962.0,191.0
201711.0,963845.0,334.0
201711.0,973106.0,194.0
201711.0,978089.0,547.0
