predict_date,class_id,predict_quantity
201712.0,281792.0,417.0
201712.0,682651.0,426.0
201712.0,603972.0,496.0
201712.0,221795.0,376.0
201712.0,482497.0,267.0
201712.0,379265.0,402.0
201712.0,687270.0,490.0
201712.0,890189.0,1650.0
201712.0,654134.0,748.0
201712.0,739296.0,626.0
201712.0,437063.0,219.0
201712.0,453752.0,272.0
201712.0,209945.0,297.0
201712.0,732758.0,207.0
201712.0,683364.0,75.0
201712.0,527765.0,140.0
201712.0,614059.0,318.0
201712.0,527809.0,266.0
201712.0,401052.0,179.0
201712.0,510309.0,162.0
201712.0,290854.0,326.0
201712.0,416749.0,314.0
201712.0,587678.0,346.0
201712.0,651347.0,172.0
201712.0,973106.0,206.0
201712.0,854079.0,134.0
201712.0,713651.0,314.0
201712.0,468392.0,195.0
201712.0,169673.0,106.0
201712.0,379876.0,150.0
201712.0,378536.0,115.0
201712.0,472603.0,70.0
201712.0,905745.0,161.0
201712.0,741152.0,602.0
201712.0,125403.0,325.0
201712.0,291086.0,600.0
201712.0,384924.0,1360.0
201712.0,206765.0,2122.0
201712.0,186250.0,135.0
201712.0,735971.0,1472.0
201712.0,291514.0,120.0
201712.0,612523.0,240.0
201712.0,124140.0,318.0
201712.0,412240.0,79.0
201712.0,265980.0,0.0
201712.0,736094.0,211.0
201712.0,905061.0,527.0
201712.0,725137.0,197.0
201712.0,692703.0,645.0
201712.0,501564.0,0.0
201712.0,580470.0,474.0
201712.0,914348.0,697.0
201712.0,628041.0,839.0
201712.0,245609.0,119.0
201712.0,961962.0,94.0
201712.0,308913.0,181.0
201712.0,425432.0,2016.0
201712.0,350259.0,516.0
201712.0,883691.0,361.0
201712.0,281301.0,539.0
201712.0,810398.0,73.0
201712.0,175962.0,279.0
201712.0,321683.0,2246.0
201712.0,714152.0,506.0
201712.0,475895.0,190.0
201712.0,576298.0,246.0
201712.0,302513.0,204.0
201712.0,750340.0,63.0
201712.0,304458.0,614.0
201712.0,591790.0,269.0
201712.0,789290.0,107.0
201712.0,360648.0,178.0
201712.0,745137.0,1200.0
201712.0,924154.0,2144.0
201712.0,356986.0,531.0
201712.0,671482.0,101.0
201712.0,871642.0,173.0
201712.0,219195.0,163.0
201712.0,569154.0,414.0
201712.0,409854.0,1978.0
201712.0,437598.0,21.0
201712.0,340175.0,268.0
201712.0,948936.0,141.0
201712.0,540712.0,387.0
201712.0,978089.0,423.0
201712.0,693436.0,189.0
201712.0,289403.0,260.0
201712.0,198427.0,161.0
201712.0,619401.0,464.0
201712.0,815230.0,233.0
201712.0,649213.0,94.0
201712.0,851857.0,230.0
201712.0,651782.0,113.0
201712.0,249875.0,161.0
201712.0,289386.0,699.0
201712.0,481950.0,128.0
201712.0,854548.0,149.0
201712.0,378356.0,368.0
201712.0,496459.0,431.0
201712.0,359378.0,188.0
201712.0,392593.0,115.0
201712.0,653436.0,269.0
201712.0,248352.0,314.0
201712.0,347384.0,3395.0
201712.0,714860.0,0.0
201712.0,597927.0,433.0
201712.0,194201.0,812.0
201712.0,103507.0,123.0
201712.0,953842.0,1585.0
201712.0,819061.0,288.0
201712.0,417803.0,168.0
201712.0,492952.0,181.0
201712.0,580634.0,300.0
201712.0,559132.0,83.0
201712.0,961362.0,104.0
201712.0,354068.0,709.0
201712.0,348641.0,529.0
201712.0,861459.0,259.0
201712.0,950264.0,1178.0
201712.0,760412.0,85.0
201712.0,560265.0,74.0
201712.0,376193.0,68.0
201712.0,872180.0,189.0
201712.0,621073.0,1171.0
201712.0,516750.0,13.0
201712.0,270690.0,740.0
201712.0,178529.0,148.0
201712.0,786351.0,134.0
201712.0,526401.0,368.0
201712.0,436105.0,529.0
201712.0,194450.0,217.0
201712.0,963845.0,300.0
201712.0,349023.0,873.0
201712.0,743957.0,1304.0
201712.0,923841.0,525.0
201712.0,250658.0,217.0
201712.0,714150.0,237.0
201712.0,395234.0,127.0
201712.0,842246.0,214.0
201712.0,136916.0,0.0
