predict_date,class_id,predict_quantity
201712.0,281792.0,421.0
201712.0,682651.0,442.0
201712.0,603972.0,483.0
201712.0,221795.0,361.0
201712.0,482497.0,262.0
201712.0,379265.0,408.0
201712.0,687270.0,482.0
201712.0,890189.0,1690.0
201712.0,654134.0,721.0
201712.0,739296.0,910.0
201712.0,437063.0,474.0
201712.0,453752.0,292.0
201712.0,209945.0,264.0
201712.0,732758.0,249.0
201712.0,683364.0,56.0
201712.0,527765.0,394.0
201712.0,614059.0,279.0
201712.0,527809.0,292.0
201712.0,401052.0,172.0
201712.0,510309.0,152.0
201712.0,290854.0,1745.0
201712.0,416749.0,403.0
201712.0,587678.0,142.0
201712.0,651347.0,196.0
201712.0,973106.0,240.0
201712.0,854079.0,29.0
201712.0,713651.0,458.0
201712.0,468392.0,194.0
201712.0,169673.0,56.0
201712.0,379876.0,165.0
201712.0,378536.0,190.0
201712.0,472603.0,19.0
201712.0,905745.0,126.0
201712.0,741152.0,467.0
201712.0,125403.0,312.0
201712.0,291086.0,563.0
201712.0,384924.0,1840.0
201712.0,206765.0,2230.0
201712.0,186250.0,153.0
201712.0,735971.0,1613.0
201712.0,291514.0,26.0
201712.0,612523.0,293.0
201712.0,124140.0,505.0
201712.0,412240.0,116.0
201712.0,265980.0,101.0
201712.0,736094.0,236.0
201712.0,905061.0,1089.0
201712.0,725137.0,350.0
201712.0,692703.0,611.0
201712.0,501564.0,81.0
201712.0,580470.0,449.0
201712.0,914348.0,693.0
201712.0,628041.0,1737.0
201712.0,245609.0,123.0
201712.0,961962.0,91.0
201712.0,308913.0,232.0
201712.0,425432.0,2276.0
201712.0,350259.0,306.0
201712.0,883691.0,366.0
201712.0,281301.0,1672.0
201712.0,810398.0,47.0
201712.0,175962.0,309.0
201712.0,321683.0,2182.0
201712.0,714152.0,530.0
201712.0,475895.0,169.0
201712.0,576298.0,232.0
201712.0,302513.0,201.0
201712.0,750340.0,123.0
201712.0,304458.0,583.0
201712.0,591790.0,291.0
201712.0,789290.0,93.0
201712.0,360648.0,406.0
201712.0,745137.0,722.0
201712.0,924154.0,1566.0
201712.0,356986.0,489.0
201712.0,671482.0,91.0
201712.0,871642.0,432.0
201712.0,219195.0,258.0
201712.0,569154.0,1166.0
201712.0,409854.0,3152.0
201712.0,437598.0,122.0
201712.0,340175.0,325.0
201712.0,948936.0,151.0
201712.0,540712.0,411.0
201712.0,978089.0,419.0
201712.0,693436.0,203.0
201712.0,289403.0,214.0
201712.0,198427.0,131.0
201712.0,619401.0,466.0
201712.0,815230.0,232.0
201712.0,649213.0,220.0
201712.0,851857.0,240.0
201712.0,651782.0,0.0
201712.0,249875.0,170.0
201712.0,289386.0,782.0
201712.0,481950.0,177.0
201712.0,854548.0,150.0
201712.0,378356.0,142.0
201712.0,496459.0,442.0
201712.0,359378.0,245.0
201712.0,392593.0,119.0
201712.0,653436.0,622.0
201712.0,248352.0,634.0
201712.0,347384.0,3095.0
201712.0,714860.0,241.0
201712.0,597927.0,279.0
201712.0,194201.0,1017.0
201712.0,103507.0,28.0
201712.0,953842.0,1514.0
201712.0,819061.0,200.0
201712.0,417803.0,140.0
201712.0,492952.0,183.0
201712.0,580634.0,848.0
201712.0,559132.0,72.0
201712.0,961362.0,145.0
201712.0,354068.0,599.0
201712.0,348641.0,559.0
201712.0,861459.0,238.0
201712.0,950264.0,1142.0
201712.0,760412.0,75.0
201712.0,560265.0,110.0
201712.0,376193.0,938.0
201712.0,872180.0,273.0
201712.0,621073.0,1266.0
201712.0,516750.0,14.0
201712.0,270690.0,1021.0
201712.0,178529.0,278.0
201712.0,786351.0,178.0
201712.0,526401.0,380.0
201712.0,436105.0,502.0
201712.0,194450.0,220.0
201712.0,963845.0,281.0
201712.0,349023.0,1174.0
201712.0,743957.0,735.0
201712.0,923841.0,1579.0
201712.0,250658.0,192.0
201712.0,714150.0,247.0
201712.0,395234.0,120.0
201712.0,842246.0,1115.0
201712.0,136916.0,188.0
