sale_date,class_id,sale_quantity
201609.0,289403.0,222.0
201611.0,289403.0,204.0
201610.0,289403.0,298.0
201612.0,289403.0,171.0
201701.0,289403.0,400.0
201702.0,289403.0,231.0
201703.0,289403.0,359.0
201704.0,289403.0,213.0
201707.0,289403.0,375.0
201709.0,289403.0,299.0
201708.0,289403.0,264.0
201705.0,289403.0,222.0
201706.0,289403.0,179.0
201710.0,289403.0,272.0
201605.0,289403.0,9.0
201606.0,289403.0,9.0
201608.0,289403.0,120.0
201607.0,289403.0,18.0
201609.0,745137.0,1238.0
201610.0,745137.0,1222.0
201611.0,745137.0,1278.0
201701.0,745137.0,822.0
201612.0,745137.0,1673.0
201702.0,745137.0,476.0
201703.0,745137.0,590.0
201704.0,745137.0,376.0
201705.0,745137.0,533.0
201709.0,745137.0,911.0
201707.0,745137.0,859.0
201706.0,745137.0,646.0
201708.0,745137.0,780.0
201710.0,745137.0,852.0
201301.0,745137.0,714.0
201208.0,745137.0,377.0
201509.0,745137.0,909.0
201412.0,745137.0,910.0
201502.0,745137.0,1057.0
201511.0,745137.0,1098.0
201510.0,745137.0,1082.0
201304.0,745137.0,655.0
201311.0,745137.0,771.0
201307.0,745137.0,566.0
201410.0,745137.0,1099.0
201309.0,745137.0,1197.0
201408.0,745137.0,975.0
201409.0,745137.0,1008.0
201508.0,745137.0,983.0
201406.0,745137.0,844.0
201207.0,745137.0,352.0
201505.0,745137.0,836.0
201501.0,745137.0,1853.0
201506.0,745137.0,655.0
201211.0,745137.0,591.0
201405.0,745137.0,934.0
201504.0,745137.0,804.0
201401.0,745137.0,1214.0
201512.0,745137.0,817.0
201310.0,745137.0,507.0
201507.0,745137.0,1091.0
201306.0,745137.0,582.0
201308.0,745137.0,435.0
201302.0,745137.0,335.0
201402.0,745137.0,672.0
201305.0,745137.0,623.0
201303.0,745137.0,476.0
201403.0,745137.0,803.0
201209.0,745137.0,476.0
201212.0,745137.0,631.0
201407.0,745137.0,967.0
201312.0,745137.0,623.0
201503.0,745137.0,926.0
201210.0,745137.0,689.0
201411.0,745137.0,1008.0
201206.0,745137.0,214.0
201404.0,745137.0,926.0
201205.0,745137.0,8.0
201601.0,745137.0,1370.0
201602.0,745137.0,794.0
201603.0,745137.0,1009.0
201604.0,745137.0,689.0
201605.0,745137.0,681.0
201606.0,745137.0,582.0
201608.0,745137.0,869.0
201607.0,745137.0,868.0
201609.0,714860.0,254.0
201610.0,714860.0,233.0
201611.0,714860.0,313.0
201612.0,714860.0,510.0
201704.0,714860.0,165.0
201701.0,714860.0,435.0
201703.0,714860.0,185.0
201702.0,714860.0,138.0
201705.0,714860.0,186.0
201708.0,714860.0,238.0
201706.0,714860.0,169.0
201709.0,714860.0,217.0
201710.0,714860.0,138.0
201707.0,714860.0,213.0
201510.0,714860.0,1045.0
201505.0,714860.0,509.0
201504.0,714860.0,487.0
201411.0,714860.0,455.0
201412.0,714860.0,641.0
201502.0,714860.0,1034.0
201507.0,714860.0,604.0
201410.0,714860.0,471.0
201501.0,714860.0,1129.0
201508.0,714860.0,420.0
201503.0,714860.0,603.0
201509.0,714860.0,737.0
201511.0,714860.0,504.0
201512.0,714860.0,986.0
201506.0,714860.0,393.0
201409.0,714860.0,112.0
201601.0,714860.0,784.0
201602.0,714860.0,588.0
201603.0,714860.0,439.0
201604.0,714860.0,159.0
201605.0,714860.0,466.0
201606.0,714860.0,879.0
201608.0,714860.0,105.0
201607.0,714860.0,132.0
201609.0,175962.0,151.0
201610.0,175962.0,269.0
201612.0,175962.0,633.0
201611.0,175962.0,411.0
201702.0,175962.0,151.0
201701.0,175962.0,396.0
201703.0,175962.0,301.0
201706.0,175962.0,143.0
201704.0,175962.0,134.0
201705.0,175962.0,167.0
201707.0,175962.0,119.0
201709.0,175962.0,214.0
201708.0,175962.0,103.0
201710.0,175962.0,237.0
201407.0,175962.0,482.0
201502.0,175962.0,450.0
201510.0,175962.0,411.0
201409.0,175962.0,594.0
201412.0,175962.0,1627.0
201403.0,175962.0,562.0
201303.0,175962.0,126.0
201312.0,175962.0,316.0
201401.0,175962.0,680.0
201309.0,175962.0,387.0
201305.0,175962.0,229.0
201501.0,175962.0,727.0
201504.0,175962.0,371.0
201511.0,175962.0,269.0
201311.0,175962.0,513.0
201505.0,175962.0,364.0
201304.0,175962.0,237.0
201307.0,175962.0,269.0
201405.0,175962.0,474.0
201410.0,175962.0,657.0
201406.0,175962.0,380.0
201402.0,175962.0,435.0
201404.0,175962.0,522.0
201308.0,175962.0,356.0
201508.0,175962.0,309.0
201408.0,175962.0,459.0
201302.0,175962.0,64.0
201306.0,175962.0,206.0
201503.0,175962.0,356.0
201411.0,175962.0,442.0
201512.0,175962.0,222.0
201506.0,175962.0,254.0
201310.0,175962.0,340.0
201509.0,175962.0,348.0
201301.0,175962.0,63.0
201507.0,175962.0,387.0
201212.0,175962.0,8.0
201601.0,175962.0,302.0
201602.0,175962.0,214.0
201604.0,175962.0,593.0
201603.0,175962.0,372.0
201605.0,175962.0,214.0
201607.0,175962.0,269.0
201606.0,175962.0,221.0
201608.0,175962.0,134.0
201609.0,270690.0,1075.0
201610.0,270690.0,1085.0
201611.0,270690.0,1124.0
201701.0,270690.0,691.0
201612.0,270690.0,1565.0
201702.0,270690.0,1497.0
201703.0,270690.0,1095.0
201704.0,270690.0,692.0
201706.0,270690.0,864.0
201705.0,270690.0,826.0
201710.0,270690.0,595.0
201708.0,270690.0,701.0
201707.0,270690.0,883.0
201709.0,270690.0,806.0
201503.0,270690.0,1689.0
201505.0,270690.0,1200.0
201510.0,270690.0,1325.0
201502.0,270690.0,691.0
201512.0,270690.0,969.0
201508.0,270690.0,951.0
201504.0,270690.0,1229.0
201509.0,270690.0,923.0
201507.0,270690.0,759.0
201506.0,270690.0,759.0
201501.0,270690.0,58.0
201511.0,270690.0,884.0
201601.0,270690.0,893.0
201602.0,270690.0,1046.0
201603.0,270690.0,1287.0
201604.0,270690.0,710.0
201606.0,270690.0,1046.0
201605.0,270690.0,1075.0
201607.0,270690.0,749.0
201608.0,270690.0,797.0
201609.0,290854.0,320.0
201610.0,290854.0,232.0
201611.0,290854.0,232.0
201612.0,290854.0,232.0
201702.0,290854.0,179.0
201703.0,290854.0,214.0
201701.0,290854.0,222.0
201704.0,290854.0,161.0
201705.0,290854.0,241.0
201707.0,290854.0,81.0
201706.0,290854.0,71.0
201709.0,290854.0,393.0
201708.0,290854.0,285.0
201710.0,290854.0,205.0
201507.0,290854.0,179.0
201305.0,290854.0,436.0
201501.0,290854.0,580.0
201410.0,290854.0,286.0
201411.0,290854.0,143.0
201304.0,290854.0,223.0
201405.0,290854.0,276.0
201211.0,290854.0,134.0
201309.0,290854.0,419.0
201401.0,290854.0,472.0
201407.0,290854.0,276.0
201207.0,290854.0,500.0
201212.0,290854.0,213.0
201208.0,290854.0,320.0
201502.0,290854.0,347.0
201510.0,290854.0,161.0
201511.0,290854.0,117.0
201508.0,290854.0,251.0
201408.0,290854.0,116.0
201506.0,290854.0,153.0
201202.0,290854.0,276.0
201302.0,290854.0,178.0
201307.0,290854.0,357.0
201505.0,290854.0,225.0
201403.0,290854.0,205.0
201409.0,290854.0,276.0
201306.0,290854.0,268.0
201404.0,290854.0,188.0
201412.0,290854.0,259.0
201205.0,290854.0,375.0
201503.0,290854.0,303.0
201201.0,290854.0,632.0
201310.0,290854.0,436.0
201509.0,290854.0,419.0
201203.0,290854.0,260.0
201312.0,290854.0,108.0
201504.0,290854.0,224.0
201210.0,290854.0,223.0
201308.0,290854.0,365.0
201512.0,290854.0,170.0
201311.0,290854.0,338.0
201406.0,290854.0,125.0
201209.0,290854.0,250.0
201204.0,290854.0,330.0
201206.0,290854.0,392.0
201303.0,290854.0,303.0
201402.0,290854.0,268.0
201301.0,290854.0,676.0
201601.0,290854.0,187.0
201602.0,290854.0,205.0
201603.0,290854.0,321.0
201604.0,290854.0,508.0
201605.0,290854.0,277.0
201607.0,290854.0,223.0
201606.0,290854.0,206.0
201608.0,290854.0,250.0
201609.0,692703.0,736.0
201611.0,692703.0,731.0
201610.0,692703.0,691.0
201612.0,692703.0,905.0
201702.0,692703.0,289.0
201701.0,692703.0,551.0
201703.0,692703.0,458.0
201704.0,692703.0,406.0
201706.0,692703.0,505.0
201707.0,692703.0,556.0
201708.0,692703.0,476.0
201705.0,692703.0,533.0
201709.0,692703.0,580.0
201710.0,692703.0,551.0
201505.0,692703.0,53.0
201509.0,692703.0,440.0
201508.0,692703.0,249.0
201510.0,692703.0,464.0
201511.0,692703.0,557.0
201507.0,692703.0,314.0
201506.0,692703.0,163.0
201512.0,692703.0,435.0
201601.0,692703.0,836.0
201602.0,692703.0,331.0
201603.0,692703.0,487.0
201604.0,692703.0,528.0
201605.0,692703.0,552.0
201606.0,692703.0,464.0
201607.0,692703.0,586.0
201608.0,692703.0,650.0
201609.0,978089.0,474.0
201610.0,978089.0,503.0
201611.0,978089.0,400.0
201612.0,978089.0,1042.0
201701.0,978089.0,558.0
201703.0,978089.0,548.0
201702.0,978089.0,494.0
201707.0,978089.0,270.0
201704.0,978089.0,466.0
201705.0,978089.0,512.0
201708.0,978089.0,419.0
201706.0,978089.0,381.0
201709.0,978089.0,401.0
201710.0,978089.0,400.0
201411.0,978089.0,447.0
201507.0,978089.0,428.0
201508.0,978089.0,503.0
201409.0,978089.0,158.0
201505.0,978089.0,418.0
201501.0,978089.0,800.0
201509.0,978089.0,753.0
201412.0,978089.0,439.0
201512.0,978089.0,1284.0
201502.0,978089.0,799.0
201511.0,978089.0,659.0
201510.0,978089.0,790.0
201408.0,978089.0,18.0
201504.0,978089.0,260.0
201503.0,978089.0,429.0
201506.0,978089.0,372.0
201410.0,978089.0,437.0
201601.0,978089.0,651.0
201602.0,978089.0,623.0
201603.0,978089.0,605.0
201604.0,978089.0,604.0
201605.0,978089.0,735.0
201606.0,978089.0,474.0
201607.0,978089.0,530.0
201608.0,978089.0,521.0
201609.0,219195.0,230.0
201610.0,219195.0,435.0
201611.0,219195.0,490.0
201612.0,219195.0,630.0
201702.0,219195.0,275.0
201701.0,219195.0,265.0
201704.0,219195.0,200.0
201703.0,219195.0,260.0
201706.0,219195.0,130.0
201707.0,219195.0,220.0
201705.0,219195.0,240.0
201708.0,219195.0,155.0
201709.0,219195.0,160.0
201710.0,219195.0,125.0
201510.0,219195.0,255.0
201503.0,219195.0,135.0
201506.0,219195.0,130.0
201508.0,219195.0,180.0
201409.0,219195.0,50.0
201512.0,219195.0,250.0
201505.0,219195.0,150.0
201504.0,219195.0,205.0
201501.0,219195.0,200.0
201507.0,219195.0,165.0
201511.0,219195.0,185.0
201408.0,219195.0,15.0
201509.0,219195.0,220.0
201412.0,219195.0,125.0
201502.0,219195.0,200.0
201411.0,219195.0,110.0
201410.0,219195.0,65.0
201601.0,219195.0,430.0
201602.0,219195.0,150.0
201603.0,219195.0,250.0
201604.0,219195.0,210.0
201607.0,219195.0,210.0
201606.0,219195.0,140.0
201608.0,219195.0,240.0
201605.0,219195.0,230.0
201609.0,851857.0,225.0
201611.0,851857.0,275.0
201612.0,851857.0,304.0
201610.0,851857.0,206.0
201701.0,851857.0,254.0
201705.0,851857.0,137.0
201702.0,851857.0,98.0
201703.0,851857.0,187.0
201704.0,851857.0,138.0
201706.0,851857.0,186.0
201708.0,851857.0,225.0
201707.0,851857.0,196.0
201710.0,851857.0,157.0
201709.0,851857.0,255.0
201605.0,851857.0,78.0
201606.0,851857.0,137.0
201604.0,851857.0,20.0
201608.0,851857.0,176.0
201607.0,851857.0,147.0
201609.0,304458.0,565.0
201610.0,304458.0,298.0
201611.0,304458.0,432.0
201612.0,304458.0,739.0
201701.0,304458.0,448.0
201702.0,304458.0,490.0
201703.0,304458.0,548.0
201705.0,304458.0,448.0
201707.0,304458.0,706.0
201704.0,304458.0,506.0
201706.0,304458.0,473.0
201708.0,304458.0,731.0
201710.0,304458.0,373.0
201709.0,304458.0,605.0
201512.0,304458.0,905.0
201301.0,304458.0,348.0
201211.0,304458.0,217.0
201408.0,304458.0,334.0
201208.0,304458.0,191.0
201201.0,304458.0,499.0
201306.0,304458.0,215.0
201412.0,304458.0,581.0
201410.0,304458.0,331.0
201411.0,304458.0,432.0
201307.0,304458.0,323.0
201303.0,304458.0,91.0
201502.0,304458.0,580.0
201305.0,304458.0,241.0
201209.0,304458.0,209.0
201403.0,304458.0,100.0
201206.0,304458.0,191.0
201501.0,304458.0,672.0
201511.0,304458.0,605.0
201402.0,304458.0,107.0
201302.0,304458.0,141.0
201406.0,304458.0,100.0
201309.0,304458.0,307.0
201409.0,304458.0,366.0
201509.0,304458.0,597.0
201312.0,304458.0,150.0
201203.0,304458.0,275.0
201510.0,304458.0,640.0
201507.0,304458.0,606.0
201311.0,304458.0,183.0
201503.0,304458.0,356.0
201204.0,304458.0,141.0
201205.0,304458.0,282.0
201504.0,304458.0,331.0
201404.0,304458.0,175.0
201405.0,304458.0,207.0
201506.0,304458.0,440.0
201212.0,304458.0,84.0
201407.0,304458.0,158.0
201401.0,304458.0,373.0
201508.0,304458.0,522.0
201505.0,304458.0,440.0
201308.0,304458.0,299.0
201310.0,304458.0,258.0
201304.0,304458.0,116.0
201207.0,304458.0,282.0
201202.0,304458.0,167.0
201210.0,304458.0,132.0
201601.0,304458.0,480.0
201602.0,304458.0,349.0
201603.0,304458.0,481.0
201604.0,304458.0,747.0
201606.0,304458.0,449.0
201605.0,304458.0,390.0
201607.0,304458.0,432.0
201608.0,304458.0,532.0
201609.0,349023.0,1640.0
201610.0,349023.0,923.0
201611.0,349023.0,904.0
201612.0,349023.0,2105.0
201701.0,349023.0,727.0
201702.0,349023.0,486.0
201703.0,349023.0,785.0
201704.0,349023.0,562.0
201707.0,349023.0,786.0
201705.0,349023.0,748.0
201710.0,349023.0,941.0
201706.0,349023.0,612.0
201708.0,349023.0,679.0
201709.0,349023.0,941.0
201509.0,349023.0,1951.0
201310.0,349023.0,3260.0
201203.0,349023.0,2106.0
201312.0,349023.0,2552.0
201404.0,349023.0,2271.0
201212.0,349023.0,1969.0
201402.0,349023.0,2135.0
201505.0,349023.0,2008.0
201410.0,349023.0,1871.0
201504.0,349023.0,1815.0
201507.0,349023.0,1930.0
201411.0,349023.0,1407.0
201508.0,349023.0,1455.0
201309.0,349023.0,3348.0
201511.0,349023.0,1582.0
201512.0,349023.0,1814.0
201501.0,349023.0,4434.0
201407.0,349023.0,2435.0
201409.0,349023.0,2853.0
201311.0,349023.0,3037.0
201503.0,349023.0,1824.0
201302.0,349023.0,1863.0
201209.0,349023.0,2202.0
201208.0,349023.0,2009.0
201206.0,349023.0,2425.0
201506.0,349023.0,1737.0
201210.0,349023.0,3154.0
201510.0,349023.0,1698.0
201201.0,349023.0,2522.0
201301.0,349023.0,4123.0
201403.0,349023.0,1960.0
201307.0,349023.0,2697.0
201502.0,349023.0,3163.0
201406.0,349023.0,1891.0
201412.0,349023.0,2088.0
201303.0,349023.0,1717.0
201308.0,349023.0,2939.0
201204.0,349023.0,1436.0
201405.0,349023.0,2328.0
201401.0,349023.0,4860.0
201211.0,349023.0,2114.0
201304.0,349023.0,2386.0
201306.0,349023.0,1921.0
201305.0,349023.0,3269.0
201205.0,349023.0,2571.0
201408.0,349023.0,2502.0
201202.0,349023.0,1571.0
201207.0,349023.0,2367.0
201601.0,349023.0,1960.0
201602.0,349023.0,1271.0
201603.0,349023.0,815.0
201604.0,349023.0,1135.0
201605.0,349023.0,1038.0
201606.0,349023.0,777.0
201607.0,349023.0,1155.0
201608.0,349023.0,1659.0
201609.0,281792.0,461.0
201610.0,281792.0,333.0
201612.0,281792.0,539.0
201611.0,281792.0,431.0
201702.0,281792.0,343.0
201701.0,281792.0,167.0
201703.0,281792.0,362.0
201704.0,281792.0,382.0
201705.0,281792.0,393.0
201706.0,281792.0,246.0
201707.0,281792.0,295.0
201708.0,281792.0,373.0
201710.0,281792.0,481.0
201709.0,281792.0,363.0
201511.0,281792.0,324.0
201412.0,281792.0,177.0
201504.0,281792.0,176.0
201409.0,281792.0,39.0
201512.0,281792.0,490.0
201503.0,281792.0,246.0
201505.0,281792.0,246.0
201509.0,281792.0,304.0
201502.0,281792.0,255.0
201510.0,281792.0,314.0
201411.0,281792.0,118.0
