predict_date,class_id,predict_quantity
201711.0,103507.0,534.0
201711.0,124140.0,268.0
201711.0,125403.0,175.0
201711.0,136916.0,312.0
201711.0,169673.0,116.0
201711.0,175962.0,350.0
201711.0,178529.0,589.0
201711.0,186250.0,129.0
201711.0,194201.0,308.0
201711.0,194450.0,110.0
201711.0,198427.0,78.0
201711.0,206765.0,1293.0
201711.0,209945.0,309.0
201711.0,219195.0,213.0
201711.0,221795.0,237.0
201711.0,245609.0,102.0
201711.0,248352.0,930.0
201711.0,249875.0,136.0
201711.0,250658.0,140.0
201711.0,265980.0,287.0
201711.0,270690.0,957.0
201711.0,281301.0,736.0
201711.0,281792.0,290.0
201711.0,289386.0,343.0
201711.0,289403.0,215.0
201711.0,290854.0,275.0
201711.0,291086.0,755.0
201711.0,291514.0,93.0
201711.0,302513.0,137.0
201711.0,304458.0,379.0
201711.0,308913.0,240.0
201711.0,321683.0,1197.0
201711.0,340175.0,136.0
201711.0,347384.0,2724.0
201711.0,348641.0,427.0
201711.0,349023.0,1946.0
201711.0,350259.0,417.0
201711.0,354068.0,572.0
201711.0,356986.0,312.0
201711.0,359378.0,40.0
201711.0,360648.0,148.0
201711.0,376193.0,112.0
201711.0,378356.0,427.0
201711.0,378536.0,84.0
201711.0,379265.0,428.0
201711.0,379876.0,188.0
201711.0,384924.0,509.0
201711.0,392593.0,210.0
201711.0,395234.0,93.0
201711.0,401052.0,144.0
201711.0,409854.0,869.0
201711.0,412240.0,168.0
201711.0,416749.0,220.0
201711.0,417803.0,60.0
201711.0,425432.0,1782.0
201711.0,436105.0,378.0
201711.0,437063.0,116.0
201711.0,437598.0,214.0
201711.0,453752.0,238.0
201711.0,468392.0,270.0
201711.0,472603.0,180.0
201711.0,475895.0,96.0
201711.0,481950.0,101.0
201711.0,482497.0,188.0
201711.0,492952.0,248.0
201711.0,496459.0,567.0
201711.0,501564.0,148.0
201711.0,510309.0,142.0
201711.0,516750.0,139.0
201711.0,526401.0,283.0
201711.0,527765.0,59.0
201711.0,527809.0,126.0
201711.0,540712.0,243.0
201711.0,559132.0,182.0
201711.0,560265.0,238.0
201711.0,569154.0,347.0
201711.0,576298.0,551.0
201711.0,580470.0,397.0
201711.0,580634.0,239.0
201711.0,587678.0,383.0
201711.0,591790.0,242.0
201711.0,597927.0,685.0
201711.0,603972.0,515.0
201711.0,612523.0,108.0
201711.0,614059.0,243.0
201711.0,619401.0,234.0
201711.0,621073.0,1287.0
201711.0,628041.0,453.0
201711.0,649213.0,90.0
201711.0,651347.0,154.0
201711.0,651782.0,92.0
201711.0,653436.0,146.0
201711.0,654134.0,936.0
201711.0,671482.0,130.0
201711.0,682651.0,314.0
201711.0,683364.0,49.0
201711.0,687270.0,330.0
201711.0,692703.0,503.0
201711.0,693436.0,221.0
201711.0,713651.0,124.0
201711.0,714150.0,180.0
201711.0,714152.0,400.0
201711.0,714860.0,449.0
201711.0,725137.0,77.0
201711.0,732758.0,98.0
201711.0,735971.0,2037.0
201711.0,736094.0,307.0
201711.0,739296.0,909.0
201711.0,741152.0,466.0
201711.0,743957.0,562.0
201711.0,745137.0,809.0
201711.0,750340.0,142.0
201711.0,760412.0,37.0
201711.0,786351.0,558.0
201711.0,789290.0,39.0
201711.0,810398.0,77.0
201711.0,815230.0,150.0
201711.0,819061.0,666.0
201711.0,842246.0,154.0
201711.0,851857.0,179.0
201711.0,854079.0,282.0
201711.0,854548.0,95.0
201711.0,861459.0,209.0
201711.0,871642.0,177.0
201711.0,872180.0,136.0
201711.0,883691.0,286.0
201711.0,890189.0,861.0
201711.0,905061.0,157.0
201711.0,905745.0,173.0
201711.0,914348.0,506.0
201711.0,923841.0,586.0
201711.0,924154.0,1000.0
201711.0,948936.0,102.0
201711.0,950264.0,768.0
201711.0,953842.0,924.0
201711.0,961362.0,71.0
201711.0,961962.0,126.0
201711.0,963845.0,273.0
201711.0,973106.0,116.0
201711.0,978089.0,528.0
